Ec value(ms/cm), pH Value,TDS Value(ppm),Label
2.36,7.93,154,2
2.58,7.93,154,2
2.36,7.95,154,2
2.36,7.93,152,2
2.36,8,152,2
2.36,8,152,2
2.58,8,152,2
2.36,8.01,152,2
2.36,8,152,2
2.15,7.98,150,2
2.58,7.97,150,2
2.58,7.96,150,2
2.58,7.97,150,2
2.58,7.96,150,2
2.36,7.97,150,2
2.58,7.94,150,2
2.36,7.92,150,2
2.36,7.93,150,2
2.36,7.93,150,2
2.15,7.9,150,2
2.36,7.92,150,2
2.36,7.91,150,2
2.15,7.9,150,2
2.58,7.91,150,2
2.36,7.91,150,2
0,7.9,150,2
2.58,7.92,150,2
2.36,7.97,150,2
2.36,7.88,150,2
2.36,8,150,2
2.36,7.98,150,2
2.36,8.03,150,2
2.36,8.04,150,2
2.36,8.03,150,2
2.58,8.04,150,2
2.36,8.04,150,2
2.36,8.03,150,2
2.58,8.02,150,2
2.15,7.98,150,2
2.36,7.99,150,2
2.36,8,152,2
2.58,8,152,2
2.15,7.98,152,2
2.15,7.97,152,2
2.36,7.94,152,2
2.36,7.98,152,2
2.36,7.94,152,2
2.36,7.95,152,2
2.36,7.92,152,2
2.58,7.92,152,2
2.58,7.94,152,2
2.36,7.91,152,2
2.58,7.92,152,2
2.15,7.93,154,2
2.36,7.92,152,2
2.15,7.91,152,2
2.36,7.92,152,2
2.15,7.92,152,2
2.15,7.93,152,2
2.15,7.91,152,2
2.36,7.92,152,2
2.36,7.92,152,2
2.36,7.93,152,2
2.36,7.92,154,2
2.15,7.92,154,2
2.36,7.92,154,2
2.15,7.89,154,2
2.15,7.92,154,2
2.15,7.9,155,2
2.15,7.9,159,2
2.36,7.93,159,2
2.36,7.89,159,2
2.15,7.89,159,2
2.36,7.91,161,2
2.36,7.87,161,2
2.15,7.89,161,2
2.58,7.88,161,2
2.36,7.88,161,2
2.15,7.88,161,2
2.36,7.9,161,2
2.15,7.89,161,2
2.36,7.87,161,2
2.15,7.86,161,2
2.15,7.87,161,2
2.15,7.88,161,2
2.15,7.88,161,2
2.36,7.85,161,2
2.36,7.89,161,2
2.36,7.88,161,2
2.36,7.87,161,2
2.36,7.87,161,2
2.15,7.85,161,2
2.36,7.85,161,2
2.36,7.87,161,2
2.15,7.87,161,2
2.15,7.86,161,2
2.36,7.87,161,2
2.36,7.88,161,2
2.15,7.85,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.15,7.83,161,2
2.15,7.86,161,2
2.15,7.85,161,2
2.15,7.86,161,2
2.15,7.86,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.36,7.87,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.15,7.86,161,2
2.15,7.85,161,2
2.36,7.86,161,2
2.58,7.85,161,2
2.15,7.84,161,2
2.15,7.86,161,2
2.36,7.86,161,2
2.15,7.85,161,2
2.36,7.87,161,2
2.36,7.84,161,2
2.36,7.86,161,2
2.36,7.86,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.36,7.87,161,2
2.15,7.84,161,2
2.36,7.87,161,2
2.15,7.86,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.58,7.86,161,2
2.15,7.88,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.15,7.86,161,2
2.36,7.83,161,2
2.15,7.85,161,2
2.36,7.85,161,2
2.36,7.85,161,2
2.15,7.87,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.36,7.86,161,2
2.15,7.85,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.58,7.84,161,2
2.58,7.84,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.36,7.87,161,2
2.36,7.86,161,2
2.36,7.87,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.36,7.85,161,2
2.15,7.85,161,2
2.36,7.84,161,2
2.58,7.82,161,2
2.58,7.85,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.15,7.82,161,2
2.36,7.84,161,2
2.15,7.85,161,2
2.36,7.83,161,2
2.36,7.82,161,2
2.36,7.84,161,2
2.36,7.83,161,2
2.15,7.86,161,2
2.36,7.86,161,2
2.15,7.85,161,2
2.36,7.86,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.36,7.86,161,2
2.15,7.86,161,2
2.36,7.83,161,2
2.15,7.85,161,2
2.36,7.86,161,2
2.36,7.86,161,2
2.15,7.86,161,2
2.36,7.86,161,2
2.36,7.86,161,2
2.36,7.84,161,2
2.58,7.83,161,2
2.36,7.86,161,2
2.36,7.84,161,2
2.15,7.82,161,2
2.15,7.84,161,2
2.36,7.85,161,2
2.36,7.85,161,2
2.36,7.85,161,2
2.15,7.84,161,2
2.58,7.86,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.36,7.87,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.15,7.85,161,2
2.36,7.86,161,2
2.36,7.86,161,2
2.36,7.86,161,2
2.36,7.86,161,2
2.36,7.87,161,2
2.36,7.87,161,2
2.15,7.85,161,2
2.36,7.86,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.15,7.86,161,2
2.15,7.85,161,2
2.36,7.85,161,2
2.15,7.84,161,2
2.15,7.84,161,2
2.36,7.85,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.15,7.85,161,2
2.36,7.86,161,2
2.15,7.86,161,2
2.15,7.83,161,2
2.36,7.84,161,2
2.15,7.84,161,2
2.15,7.85,161,2
2.15,7.85,161,2
2.36,7.87,161,2
2.36,7.83,161,2
2.15,7.83,161,2
2.58,7.84,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.36,7.83,161,2
2.15,7.84,161,2
2.36,7.85,161,2
2.58,7.85,161,2
2.15,7.84,161,2
2.36,7.86,161,2
2.15,7.86,161,2
2.36,7.85,161,2
2.15,7.84,161,2
2.58,7.85,161,2
2.15,7.86,161,2
2.36,7.84,161,2
2.15,7.84,161,2
2.15,7.84,161,2
2.36,7.83,161,2
2.36,7.86,161,2
2.15,7.86,161,2
2.36,7.86,161,2
2.36,7.85,161,2
2.15,7.86,161,2
2.36,7.84,161,2
2.15,7.82,161,2
2.15,7.87,161,2
2.15,7.82,161,2
2.36,7.87,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.58,7.85,161,2
2.36,7.84,161,2
2.36,7.86,161,2
2.36,7.84,161,2
2.15,7.84,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.15,7.85,161,2
2.36,7.84,161,2
2.58,7.84,161,2
2.15,7.87,161,2
2.15,7.85,161,2
2.36,7.83,161,2
2.36,7.84,161,2
2.36,7.86,161,2
2.36,7.86,161,2
2.15,7.82,161,2
2.36,7.85,161,2
2.36,7.85,161,2
2.15,7.86,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.36,7.85,161,2
2.15,7.84,161,2
2.36,7.86,161,2
2.15,7.84,161,2
2.58,7.85,161,2
2.36,7.83,161,2
2.58,7.83,161,2
2.15,7.87,161,2
2.15,7.83,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.15,7.86,161,2
2.58,7.85,161,2
2.36,7.83,161,2
2.58,7.85,161,2
2.36,7.85,161,2
2.15,7.84,161,2
2.15,7.83,161,2
2.15,7.85,161,2
2.15,7.85,161,2
2.36,7.85,161,2
2.36,7.85,161,2
2.15,7.85,161,2
2.36,7.83,161,2
2.36,7.84,161,2
2.15,7.86,161,2
2.36,7.84,161,2
2.36,7.83,161,2
2.36,7.85,161,2
2.15,7.83,161,2
2.15,7.86,161,2
2.36,7.84,161,2
2.36,7.85,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.36,7.83,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.36,7.85,161,2
2.36,7.85,161,2
2.15,7.82,161,2
2.15,7.84,161,2
2.36,7.82,161,2
2.36,7.84,161,2
2.36,7.83,161,2
2.36,7.87,161,2
2.36,7.84,161,2
2.15,7.85,161,2
2.58,7.85,161,2
2.15,7.83,161,2
2.15,7.84,161,2
2.15,7.85,161,2
2.15,7.84,161,2
2.15,7.85,161,2
2.58,7.85,161,2
2.36,7.84,161,2
2.36,7.85,161,2
2.15,7.84,161,2
2.36,7.86,161,2
2.36,7.83,161,2
2.36,7.83,161,2
2.36,7.83,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.15,7.82,161,2
2.15,7.85,161,2
2.15,7.87,161,2
2.36,7.85,161,2
2.58,7.83,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.15,7.82,161,2
2.15,7.84,161,2
2.36,7.86,161,2
2.15,7.82,161,2
2.15,7.84,161,2
2.36,7.87,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.36,7.83,161,2
2.58,7.84,161,2
2.36,7.82,161,2
2.15,7.82,161,2
2.36,7.85,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.36,7.82,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.15,7.84,161,2
2.15,7.83,161,2
2.36,7.84,161,2
2.15,7.85,161,2
2.36,7.85,161,2
2.58,7.84,161,2
2.36,7.85,161,2
2.36,7.86,161,2
2.36,7.84,161,2
2.15,7.82,161,2
2.15,7.84,161,2
2.36,7.83,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.58,7.84,161,2
2.36,7.85,161,2
2.58,7.85,161,2
2.58,7.84,161,2
2.15,7.83,161,2
2.58,7.83,161,2
2.15,7.81,161,2
2.36,7.84,161,2
2.58,7.83,161,2
2.36,7.86,161,2
2.36,7.84,161,2
2.58,7.83,161,2
2.36,7.83,161,2
2.58,7.81,161,2
2.15,7.83,161,2
2.36,7.82,161,2
2.36,7.81,161,2
2.15,7.85,161,2
2.36,7.82,161,2
2.15,7.84,161,2
2.15,7.85,161,2
2.36,7.86,161,2
2.58,7.84,161,2
2.15,7.84,161,2
2.36,7.81,161,2
2.36,7.83,161,2
2.36,7.82,161,2
2.15,7.84,161,2
2.15,7.84,161,2
2.58,7.83,161,2
2.36,7.84,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.36,7.82,161,2
2.15,7.84,161,2
2.15,7.82,161,2
2.15,7.84,161,2
2.36,7.85,161,2
2.36,7.82,161,2
2.36,7.86,161,2
2.15,7.82,161,2
2.15,7.85,161,2
2.36,7.82,161,2
2.36,7.83,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.15,7.86,161,2
2.36,7.82,161,2
2.15,7.84,161,2
2.15,7.83,161,2
2.36,7.84,161,2
2.15,7.84,161,2
2.36,7.81,161,2
2.15,7.82,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.36,7.83,161,2
2.36,7.84,161,2
2.36,7.82,161,2
2.15,7.8,161,2
2.36,7.8,161,2
2.36,7.82,161,2
2.15,7.83,161,2
2.15,7.83,161,2
2.36,7.83,161,2
2.36,7.82,161,2
2.15,7.84,161,2
2.36,7.83,161,2
2.36,7.83,161,2
2.15,7.83,161,2
2.58,7.85,161,2
2.15,7.82,161,2
2.36,7.84,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.15,7.83,161,2
2.36,7.83,161,2
2.58,7.83,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.36,7.82,161,2
2.36,7.8,161,2
2.36,7.82,161,2
2.36,7.84,161,2
2.15,7.83,161,2
2.36,7.85,161,2
2.36,7.84,161,2
2.36,7.83,161,2
2.36,7.86,161,2
2.36,7.82,161,2
2.15,7.84,161,2
2.36,7.82,161,2
2.15,7.82,161,2
2.36,7.84,161,2
2.36,7.82,161,2
2.36,7.84,161,2
2.36,7.83,161,2
2.58,7.84,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.15,7.82,161,2
2.36,7.85,161,2
2.15,7.84,161,2
2.15,7.83,161,2
2.36,7.82,161,2
2.15,7.84,161,2
2.36,7.82,161,2
2.15,7.84,161,2
2.15,7.84,161,2
2.15,7.83,161,2
2.36,7.81,161,2
2.15,7.84,161,2
2.36,7.8,161,2
2.15,7.82,161,2
2.58,7.8,161,2
2.36,7.81,161,2
2.36,7.82,161,2
2.36,7.82,161,2
2.36,7.85,161,2
2.15,7.81,161,2
2.36,7.81,161,2
2.36,7.82,161,2
2.36,7.84,161,2
2.15,7.82,161,2
2.15,7.83,161,2
2.15,7.82,161,2
2.36,7.8,161,2
2.15,7.8,161,2
2.36,7.8,161,2
2.15,7.8,161,2
2.36,7.81,161,2
2.15,7.83,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.36,7.82,161,2
2.15,7.83,161,2
2.36,7.81,161,2
2.58,7.83,161,2
2.36,7.84,161,2
2.58,7.83,161,2
2.36,7.83,161,2
2.58,7.81,161,2
2.15,7.81,161,2
2.15,7.82,161,2
2.15,7.82,161,2
2.36,7.83,161,2
2.36,7.84,161,2
2.15,7.85,161,2
2.15,7.84,161,2
2.36,7.84,161,2
2.15,7.82,161,2
2.36,7.84,161,2
2.36,7.83,161,2
2.36,7.82,161,2
2.36,7.79,161,2
2.15,7.8,161,2
2.36,7.83,161,2
2.15,7.86,161,2
2.36,7.82,161,2
2.36,7.82,161,2
2.36,7.82,161,2
2.36,7.82,161,2
2.36,7.83,161,2
2.36,7.81,161,2
2.15,7.84,161,2
2.58,7.82,161,2
2.15,7.85,161,2
2.15,7.83,161,2
2.36,7.82,161,2
2.36,7.84,161,2
2.36,7.84,161,2
2.36,7.8,161,2
2.36,7.82,161,2
2.15,7.82,161,2
2.58,7.81,161,2
2.36,7.83,161,2
2.36,7.8,161,2
2.36,7.83,161,2
2.15,7.83,161,2
2.15,7.83,161,2
2.36,7.81,161,2
2.36,7.8,161,2
2.15,7.8,161,2
2.36,7.83,161,2
2.58,7.82,161,2
2.15,7.82,161,2
2.15,7.83,161,2
2.15,7.8,161,2
2.58,7.82,161,2
2.36,7.82,161,2
2.15,7.82,161,2
2.15,7.83,161,2
2.15,7.82,161,2
2.36,7.83,161,2
2.36,7.81,161,2
2.15,7.82,161,2
2.36,7.82,161,2
2.36,7.84,161,2
2.15,7.83,161,2
2.15,7.81,161,2
2.15,7.82,161,2
2.15,7.84,161,2
2.15,7.8,161,2
2.15,7.81,161,2
2.15,7.83,161,2
2.15,7.82,161,2
2.36,7.82,161,2
2.36,7.82,161,2
2.15,7.81,161,2
2.15,7.79,161,2
2.15,7.83,162,2
2.36,7.82,162,2
2.36,7.82,162,2
2.36,7.83,161,2
2.36,7.81,162,2
2.36,7.8,162,2
2.15,7.81,162,2
2.15,7.8,162,2
2.36,7.8,162,2
2.36,7.82,162,2
2.15,7.81,162,2
2.15,7.82,162,2
2.15,7.82,162,2
2.36,7.82,162,2
2.15,7.81,162,2
2.36,7.82,162,2
2.15,7.81,162,2
2.15,7.82,162,2
2.58,7.8,162,2
2.15,7.82,162,2
2.36,7.8,162,2
2.36,7.81,162,2
2.15,7.82,162,2
2.15,7.82,162,2
2.36,7.81,162,2
2.15,7.81,162,2
2.36,7.8,162,2
2.15,7.82,162,2
2.36,7.81,162,2
2.36,7.82,162,2
2.15,7.8,162,2
2.15,7.82,162,2
2.15,7.82,162,2
2.36,7.8,162,2
2.15,7.81,162,2
2.15,7.8,162,2
2.36,7.82,162,2
2.36,7.82,162,2
2.15,7.83,162,2
2.15,7.83,162,2
2.15,7.8,162,2
2.36,7.83,162,2
2.36,7.8,162,2
2.36,7.82,162,2
2.36,7.83,162,2
2.15,7.83,162,2
2.36,7.8,162,2
2.36,7.82,162,2
2.58,7.8,162,2
2.36,7.82,162,2
2.36,7.8,162,2
2.36,7.81,162,2
2.36,7.82,162,2
2.36,7.81,162,2
2.58,7.81,162,2
2.15,7.82,162,2
2.15,7.82,162,2
2.36,7.82,162,2
2.36,7.8,162,2
2.15,7.82,162,2
2.36,7.81,162,2
2.15,7.82,162,2
2.36,7.84,162,2
2.36,7.8,162,2
2.36,7.8,162,2
2.36,7.81,162,2
2.15,7.82,162,2
2.36,7.8,162,2
2.36,7.83,162,2
2.58,7.81,162,2
2.15,7.82,162,2
2.15,7.81,162,2
2.36,7.8,162,2
2.58,7.81,162,2
2.36,7.82,162,2
2.15,7.82,162,2
2.36,7.82,162,2
2.36,7.82,162,2
2.36,7.8,162,2
2.36,7.81,162,2
2.36,7.81,162,2
2.15,7.81,162,2
2.15,7.82,162,2
2.15,7.81,162,2
2.36,7.79,162,2
2.15,7.83,162,2
2.36,7.8,162,2
2.15,7.81,162,2
2.15,7.79,162,2
2.15,7.8,162,2
2.15,7.8,162,2
2.36,7.8,162,2
2.15,7.79,162,2
2.36,7.8,162,2
2.36,7.8,162,2
2.36,7.82,162,2
2.15,7.78,162,2
2.36,7.82,161,2
2.15,7.8,161,2
2.36,7.8,161,2
2.15,7.82,161,2
2.36,7.8,161,2
2.36,7.8,161,2
2.58,7.8,161,2
2.15,7.79,161,2
2.36,7.8,161,2
2.15,7.82,161,2
2.58,7.79,161,2
2.36,7.8,161,2
2.15,7.81,161,2
2.36,7.81,161,2
2.36,7.8,161,2
2.15,7.82,161,2
2.36,7.82,161,2
2.15,7.79,161,2
2.15,7.78,161,2
2.36,7.8,161,2
2.15,7.8,161,2
2.36,7.81,161,2
2.36,7.82,161,2
2.36,7.78,161,2
2.36,7.83,161,2
2.36,7.8,161,2
2.15,7.8,161,2
2.36,7.81,161,2
2.15,7.78,161,2
2.58,7.79,161,2
2.15,7.79,161,2
2.36,7.8,161,2
2.36,7.8,161,2
2.36,7.78,161,2
2.15,7.8,161,2
2.36,7.81,161,2
2.36,7.8,162,2
2.36,7.82,161,2
2.15,7.81,161,2
2.15,7.82,161,2
2.15,7.8,161,2
2.36,7.82,161,2
2.15,7.81,161,2
2.36,7.82,161,2
2.15,7.79,161,2
2.36,7.79,162,2
2.15,7.8,162,2
2.15,7.79,162,2
2.15,7.82,162,2
2.15,7.8,162,2
2.15,7.79,162,2
2.15,7.81,162,2
2.36,7.8,162,2
2.36,7.81,162,2
2.36,7.79,162,2
2.36,7.79,162,2
2.36,7.81,161,2
2.15,7.8,161,2
2.36,7.79,161,2
2.36,7.8,161,2
2.36,7.8,161,2
2.36,7.79,161,2
2.58,7.79,161,2
2.36,7.79,161,2
2.15,7.8,161,2
2.36,7.8,161,2
2.15,7.77,161,2
2.15,7.82,161,2
2.15,7.8,161,2
2.15,7.78,161,2
2.36,7.8,161,2
2.36,7.81,161,2
2.15,7.78,161,2
2.36,7.8,161,2
2.15,7.78,161,2
2.36,7.79,161,2
2.15,7.8,161,2
2.36,7.81,161,2
2.36,7.79,161,2
2.15,7.81,161,2
2.36,7.79,161,2
2.36,7.8,161,2
2.36,7.8,161,2
2.15,7.79,161,2
2.36,7.8,161,2
2.15,7.8,161,2
2.36,7.8,161,2
2.15,7.82,161,2
2.36,7.79,161,2
2.36,7.77,161,2
2.36,7.8,161,2
2.15,7.8,161,2
2.36,7.8,161,2
2.15,7.79,161,2
2.15,7.8,161,2
2.15,7.8,161,2
2.36,7.8,161,2
2.36,7.79,161,2
2.15,7.82,161,2
2.36,7.8,161,2
2.36,7.8,161,2
2.36,7.8,161,2
2.15,7.79,161,2
2.15,7.79,161,2
2.36,7.79,161,2
2.15,7.79,161,2
2.15,7.8,161,2
2.15,7.81,161,2
2.36,7.8,161,2
2.36,7.81,161,2
2.15,7.8,161,2
2.36,7.8,161,2
2.36,7.8,161,2
2.36,7.81,161,2
2.15,7.8,161,2
2.15,7.78,161,2
2.36,7.79,161,2
2.58,7.8,161,2
2.15,7.8,161,2
2.15,7.79,161,2
2.36,7.8,161,2
2.15,7.8,161,2
2.36,7.79,161,2
2.15,7.81,161,2
2.15,7.77,161,2
2.58,7.79,161,2
2.36,7.8,161,2
2.36,7.77,161,2
2.36,7.8,161,2
2.36,7.8,161,2
2.15,7.8,161,2
2.15,7.78,161,2
2.15,7.8,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.15,7.79,161,2
2.15,7.8,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.15,7.79,161,2
2.15,7.78,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.58,7.77,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.15,7.79,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.15,7.79,161,2
2.36,7.78,161,2
2.36,7.79,161,2
2.36,7.78,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.15,7.77,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.36,7.79,161,2
2.36,7.78,161,2
2.15,7.77,161,2
2.36,7.78,161,2
2.15,7.8,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.36,7.8,161,2
2.15,7.77,161,2
2.15,7.78,161,2
2.36,7.78,161,2
2.36,7.8,161,2
2.15,7.78,161,2
2.15,7.81,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.36,7.79,161,2
2.15,7.78,161,2
2.36,7.78,161,2
2.15,7.77,161,2
2.36,7.8,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.15,7.78,161,2
2.36,7.78,161,2
2.36,7.79,161,2
2.36,7.76,161,2
2.58,7.78,161,2
2.15,7.77,161,2
2.36,7.77,161,2
2.36,7.77,161,2
2.15,7.78,161,2
2.15,7.76,161,2
2.36,7.78,161,2
2.15,7.79,161,2
2.15,7.77,161,2
2.36,7.76,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.36,7.76,161,2
2.36,7.79,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.36,7.79,161,2
2.15,7.79,161,2
2.36,7.76,161,2
2.36,7.77,161,2
2.15,7.78,161,2
2.36,7.77,161,2
2.15,7.76,161,2
2.36,7.77,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.36,7.79,161,2
2.15,7.76,161,2
2.36,7.79,161,2
2.15,7.77,161,2
2.15,7.78,161,2
2.15,7.76,161,2
2.15,7.78,161,2
2.15,7.78,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.36,7.79,161,2
2.36,7.78,161,2
2.15,7.77,161,2
2.36,7.77,161,2
2.15,7.78,161,2
2.15,7.78,161,2
2.15,7.76,161,2
2.15,7.77,161,2
2.36,7.76,161,2
2.36,7.77,161,2
2.15,7.79,161,2
2.58,7.76,161,2
2.15,7.8,161,2
2.15,7.78,161,2
2.36,7.77,161,2
2.36,7.77,161,2
2.15,7.79,161,2
2.15,7.78,161,2
2.36,7.79,161,2
2.15,7.77,161,2
2.15,7.77,161,2
2.15,7.77,161,2
2.36,7.78,161,2
2.15,7.77,161,2
2.15,7.77,161,2
2.36,7.79,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.15,7.78,161,2
2.15,7.78,161,2
2.36,7.78,161,2
2.36,7.76,161,2
2.15,7.76,161,2
2.15,7.79,161,2
2.15,7.78,161,2
2.58,7.77,161,2
2.15,7.78,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.36,7.77,161,2
2.15,7.78,161,2
2.36,7.77,161,2
2.36,7.77,161,2
2.36,7.78,161,2
2.36,7.76,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.36,7.76,161,2
2.36,7.79,161,2
2.36,7.78,161,2
2.15,7.76,161,2
2.36,7.76,161,2
2.15,7.77,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.15,7.74,161,2
2.15,7.78,161,2
2.15,7.76,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.36,7.78,161,2
2.36,7.76,161,2
2.15,7.77,161,2
2.36,7.77,161,2
2.15,7.77,161,2
2.36,7.76,161,2
2.36,7.78,161,2
2.15,7.78,161,2
2.15,7.75,161,2
2.15,7.76,161,2
2.58,7.79,161,2
2.58,7.77,161,2
2.36,7.78,161,2
2.15,7.76,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.36,7.8,161,2
2.58,7.76,161,2
2.36,7.78,161,2
2.15,7.76,161,2
2.36,7.76,161,2
2.15,7.77,161,2
2.15,7.78,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.36,7.78,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.15,7.77,161,2
2.15,7.77,161,2
2.15,7.78,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.15,7.77,161,2
2.36,7.77,161,2
2.36,7.77,161,2
2.15,7.76,161,2
2.15,7.78,161,2
2.36,7.76,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.15,7.76,161,2
2.15,7.79,161,2
2.15,7.78,161,2
2.58,7.76,161,2
2.15,7.77,161,2
2.36,7.76,161,2
2.36,7.74,161,2
2.15,7.77,161,2
2.36,7.74,161,2
2.58,7.77,161,2
2.36,7.8,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.15,7.77,161,2
2.15,7.76,161,2
2.15,7.77,161,2
2.36,7.75,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.36,7.79,161,2
2.15,7.77,161,2
2.36,7.78,161,2
2.36,7.78,161,2
2.36,7.75,161,2
2.36,7.77,161,2
2.15,7.76,161,2
2.15,7.76,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.36,7.78,161,2
2.15,7.76,161,2
2.15,7.76,161,2
2.15,7.78,161,2
2.15,7.77,161,2
2.15,7.76,161,2
2.15,7.78,161,2
2.36,7.75,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.36,7.75,161,2
2.36,7.77,161,2
2.15,7.75,161,2
2.15,7.77,161,2
2.15,7.76,161,2
2.15,7.78,161,2
2.36,7.78,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.58,7.74,161,2
2.36,7.77,161,2
2.15,7.77,161,2
2.15,7.77,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.15,7.74,161,2
2.36,7.76,161,2
2.36,7.75,161,2
2.15,7.75,161,2
2.15,7.76,161,2
2.36,7.76,161,2
2.58,7.76,161,2
2.15,7.76,161,2
2.36,7.77,161,2
2.15,7.77,161,2
2.36,7.77,161,2
2.15,7.76,161,2
2.15,7.77,161,2
2.15,7.76,161,2
2.36,7.77,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.36,7.75,161,2
2.36,7.74,161,2
2.15,7.77,161,2
2.36,7.76,161,2
2.36,7.74,161,2
2.15,7.76,161,2
2.36,7.75,161,2
2.15,7.76,161,2
2.15,7.78,161,2
2.15,7.75,161,2
2.36,7.76,161,2
2.15,7.77,161,2
2.36,7.77,161,2
2.15,7.77,161,2
2.36,7.76,161,2
2.15,7.76,161,2
2.15,7.77,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.36,7.74,161,2
2.15,7.77,161,2
2.15,7.76,161,2
2.36,7.77,161,2
2.15,7.77,161,2
2.36,7.76,161,2
2.15,7.77,161,2
2.36,7.78,161,2
2.15,7.75,161,2
2.36,7.78,161,2
2.15,7.74,161,2
2.36,7.77,161,2
2.15,7.75,161,2
2.15,7.75,161,2
2.15,7.76,161,2
2.15,7.74,161,2
2.15,7.75,161,2
2.15,7.77,161,2
2.15,7.75,161,2
2.15,7.78,161,2
2.36,7.78,161,2
2.15,7.74,161,2
2.36,7.76,161,2
2.58,7.77,161,2
2.15,7.74,161,2
2.15,7.75,161,2
2.15,7.76,161,2
2.36,7.76,161,2
2.36,7.78,161,2
2.36,7.77,161,2
2.15,7.74,161,2
2.15,7.76,161,2
2.15,7.76,161,2
2.36,7.77,161,2
2.15,7.74,161,2
2.36,7.75,161,2
2.15,7.78,161,2
2.36,7.76,161,2
2.15,7.75,161,2
2.36,7.75,161,2
2.36,7.75,161,2
2.15,7.77,161,2
2.36,7.75,161,2
2.15,7.75,161,2
2.36,7.77,161,2
2.36,7.75,161,2
2.15,7.77,161,2
