Ec value(ms/cm), pH Value,TDS Value(ppm),Label
1.5,7.5,122,1
1.72,7.51,122,1
1.72,7.5,122,1
1.72,7.47,122,1
1.72,7.49,122,1
1.5,7.48,122,1
1.29,7.51,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.72,7.5,122,1
1.5,7.49,122,1
1.72,7.5,122,1
1.72,7.5,122,1
1.72,7.49,122,1
1.5,7.5,122,1
1.5,7.5,122,1
1.5,7.48,122,1
1.72,7.51,122,1
1.72,7.49,122,1
1.5,7.5,122,1
1.72,7.5,122,1
1.5,7.51,122,1
1.72,7.48,122,1
1.29,7.51,122,1
1.5,7.49,122,1
1.72,7.51,122,1
1.5,7.5,122,1
1.5,7.48,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.72,7.5,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.29,7.5,122,1
1.5,7.51,122,1
1.72,7.51,122,1
1.5,7.49,122,1
1.72,7.5,122,1
1.5,7.5,122,1
1.5,7.48,122,1
1.72,7.5,122,1
1.5,7.51,122,1
1.5,7.5,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.5,7.48,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.72,7.48,122,1
1.72,7.49,122,1
1.5,7.5,122,1
1.72,7.49,122,1
1.72,7.49,122,1
1.5,7.5,122,1
1.72,7.48,122,1
1.5,7.5,122,1
1.5,7.47,122,1
1.5,7.48,122,1
1.5,7.48,122,1
1.5,7.48,122,1
1.72,7.51,122,1
1.5,7.49,122,1
1.5,7.48,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.5,7.48,122,1
1.5,7.47,122,1
1.72,7.47,122,1
1.5,7.5,122,1
1.29,7.51,122,1
1.5,7.5,122,1
1.72,7.49,122,1
1.5,7.49,122,1
1.72,7.51,122,1
1.5,7.48,122,1
1.5,7.5,122,1
1.72,7.48,122,1
1.29,7.47,122,1
1.29,7.49,122,1
1.5,7.48,122,1
1.5,7.51,122,1
1.5,7.51,122,1
1.72,7.47,122,1
1.72,7.48,122,1
1.5,7.51,122,1
1.72,7.49,122,1
1.5,7.5,122,1
1.72,7.5,122,1
1.29,7.49,122,1
1.5,7.5,122,1
1.72,7.5,122,1
1.72,7.5,122,1
1.5,7.48,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.5,7.48,122,1
1.72,7.5,122,1
1.29,7.49,122,1
1.5,7.48,122,1
1.5,7.48,122,1
1.72,7.5,122,1
1.5,7.51,122,1
1.5,7.51,122,1
1.5,7.5,122,1
1.5,7.51,122,1
1.5,7.52,122,1
1.5,7.5,122,1
1.5,7.5,122,1
1.29,7.48,122,1
1.5,7.49,122,1
1.5,7.51,122,1
1.72,7.51,122,1
1.29,7.49,122,1
1.5,7.49,122,1
1.5,7.51,122,1
1.5,7.49,122,1
1.72,7.51,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.29,7.5,122,1
1.29,7.5,122,1
1.5,7.51,122,1
1.5,7.51,122,1
1.72,7.48,122,1
1.5,7.48,122,1
1.5,7.51,122,1
1.72,7.48,122,1
1.29,7.49,122,1
1.5,7.48,122,1
1.72,7.49,122,1
1.5,7.49,122,1
1.5,7.47,122,1
1.5,7.5,122,1
1.72,7.51,122,1
1.72,7.49,122,1
1.72,7.49,122,1
1.72,7.48,122,1
1.5,7.49,122,1
1.5,7.48,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.5,7.5,122,1
1.5,7.52,122,1
1.72,7.49,122,1
1.5,7.47,122,1
1.72,7.48,122,1
1.5,7.5,122,1
1.29,7.49,122,1
1.5,7.48,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.5,7.48,122,1
1.5,7.5,122,1
1.72,7.49,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.5,7.5,122,1
1.5,7.47,122,1
1.5,7.47,122,1
1.5,7.5,122,1
1.72,7.48,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.72,7.5,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.72,7.5,122,1
1.5,7.48,122,1
1.5,7.48,122,1
1.72,7.49,122,1
1.5,7.48,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.72,7.48,122,1
1.72,7.49,122,1
1.5,7.51,122,1
1.29,7.51,122,1
1.29,7.46,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.72,7.48,122,1
1.5,7.48,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.5,7.48,122,1
1.5,7.49,122,1
1.5,7.51,122,1
1.5,7.48,122,1
1.72,7.47,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.5,7.47,122,1
1.72,7.49,122,1
1.72,7.49,122,1
1.5,7.51,122,1
1.29,7.49,122,1
1.5,7.47,122,1
1.29,7.5,122,1
1.5,7.49,122,1
1.5,7.48,122,1
1.29,7.48,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.72,7.49,122,1
1.5,7.47,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.5,7.49,122,1
1.29,7.48,122,1
1.5,7.5,122,1
1.5,7.5,122,1
1.72,7.47,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.72,7.5,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.29,7.5,122,1
1.72,7.5,122,1
1.5,7.49,122,1
1.5,7.5,122,1
1.5,7.49,122,1
1.72,7.49,122,1
1.5,7.5,122,1
1.5,7.48,122,1
1.72,7.5,122,1
0,7.52,122,1
0,7.21,122,1
0,7.21,122,1
0,7.21,122,1
0,7.21,122,1
0,7.21,122,1
1.72,7.73,122,1
1.72,7.73,122,1
1.72,7.7,122,1
1.5,7.69,122,1
1.5,7.7,122,1
1.72,7.69,122,1
1.72,7.65,122,1
1.5,7.64,122,1
1.72,7.67,122,1
1.5,7.64,122,1
1.72,7.63,122,1
1.5,7.64,122,1
1.5,7.63,122,1
1.5,7.61,122,1
1.5,7.61,122,1
1.5,7.62,122,1
1.93,7.61,122,1
0,7.22,122,1
1.93,7.22,122,1
1.93,7.74,122,1
1.72,7.7,122,1
1.72,7.67,122,1
1.93,7.69,120,1
1.93,7.64,120,1
1.72,7.71,120,1
1.93,7.65,120,1
1.72,7.68,120,1
1.72,7.62,120,1
1.93,7.65,120,1
1.72,7.69,120,1
1.72,7.63,120,1
1.72,7.59,92,1
1.93,7.59,49,1
0.86,7.61,17,1
1.07,7.54,0,1
0.86,7.57,0,1
0.86,7.22,0,1
0.86,7.22,0,1
0,7.23,0,1
1.93,7.23,0,1
1.93,7.72,0,1
1.93,7.71,0,1
0,7.77,0,1
1.72,7.22,0,1
0,7.7,0,1
0,7.22,0,1
1.72,7.22,0,1
0.21,7.74,0,1
0,7.23,0,1
0.21,7.22,0,1
0,7.22,0,1
0,7.22,0,1
0,7.22,0,1
0,7.23,0,1
0,7.23,0,1
0,7.23,0,1
0,7.23,0,1
0,7.23,0,1
0,7.23,0,1
1.5,7.22,0,1
1.72,7.79,0,1
1.5,7.75,0,1
1.72,7.73,0,1
1.5,7.74,0,1
1.72,7.71,0,1
1.72,7.68,0,1
1.5,7.7,0,1
1.72,7.68,2,1
1.5,7.66,21,1
1.5,7.66,39,1
1.72,7.64,41,1
1.72,7.64,51,1
1.72,7.65,85,1
1.72,7.62,113,1
1.72,7.62,113,1
1.5,7.61,120,1
1.72,7.6,120,1
1.5,7.61,120,1
1.72,7.6,120,1
1.5,7.6,120,1
1.5,7.59,120,1
1.72,7.59,120,1
1.5,7.59,120,1
1.5,7.58,120,1
1.72,7.57,120,1
1.5,7.57,120,1
1.93,7.57,120,1
1.5,7.58,120,1
1.5,7.57,120,1
1.5,7.56,120,1
1.5,7.57,120,1
1.72,7.56,120,1
1.5,7.57,120,1
1.72,7.55,120,1
1.5,7.56,120,1
1.5,7.56,120,1
1.72,7.55,120,1
1.5,7.56,120,1
1.5,7.57,120,1
1.5,7.58,120,1
1.5,7.57,120,1
1.72,7.54,120,1
1.72,7.56,120,1
1.72,7.55,120,1
1.72,7.55,120,1
1.72,7.55,120,1
1.5,7.56,120,1
1.72,7.55,120,1
1.5,7.56,120,1
1.5,7.55,120,1
1.72,7.55,120,1
1.5,7.57,120,1
1.72,7.6,120,1
1.72,7.6,120,1
1.72,7.57,120,1
1.72,7.59,120,1
1.93,7.59,120,1
1.93,7.55,120,1
1.93,7.6,118,1
1.72,7.59,118,1
0.64,7.57,116,1
1.93,7.64,113,1
1.93,7.7,111,1
1.72,7.69,111,1
1.93,7.63,111,1
1.93,7.7,83,1
1.93,7.66,51,1
1.93,7.64,41,1
1.72,7.61,33,1
1.72,7.68,31,1
1.72,7.68,27,1
1.5,7.64,27,1
1.5,7.64,27,1
1.72,7.63,27,1
1.72,7.63,27,1
1.72,7.63,27,1
1.72,7.62,27,1
1.72,7.61,27,1
1.72,7.62,27,1
1.5,7.62,27,1
1.72,7.6,27,1
1.72,7.63,31,1
1.72,7.61,31,1
1.5,7.63,33,1
1.72,7.65,45,1
1.5,7.6,87,1
1.72,7.6,118,1
1.72,7.59,118,1
1.72,7.59,118,1
1.72,7.61,118,1
1.5,7.63,118,1
0,7.27,120,1
0,7.23,120,1
0,7.23,120,1
1.72,7.66,120,1
0,7.28,120,1
0,7.24,120,1
1.72,7.69,120,1
1.5,7.72,120,1
1.72,7.72,120,1
1.72,7.68,120,1
1.72,7.68,120,1
1.5,7.68,120,1
1.5,7.68,120,1
1.72,7.7,120,1
1.72,7.66,120,1
1.93,7.66,120,1
1.72,7.65,120,1
1.72,7.64,120,1
1.5,7.65,120,1
1.5,7.65,120,1
1.72,7.62,120,1
1.5,7.61,120,1
1.72,7.61,118,1
1.72,7.6,118,1
1.5,7.6,118,1
1.72,7.59,118,1
1.5,7.6,118,1
1.5,7.6,118,1
1.5,7.58,118,1
1.72,7.6,118,1
1.5,7.58,118,1
1.5,7.57,118,1
1.72,7.57,118,1
1.72,7.58,118,1
1.72,7.57,118,1
1.5,7.57,118,1
1.5,7.57,118,1
1.72,7.57,118,1
1.72,7.58,118,1
1.5,7.57,118,1
1.5,7.55,118,1
1.5,7.55,118,1
1.5,7.55,118,1
1.72,7.56,118,1
1.5,7.54,118,1
1.5,7.57,118,1
1.72,7.55,118,1
1.72,7.57,118,1
1.93,7.57,118,1
1.72,7.59,118,1
1.5,7.61,118,1
0.21,7.63,118,1
0,7.22,118,1
1.72,7.22,118,1
1.72,7.49,118,1
1.72,7.21,118,1
1.72,7.74,118,1
1.72,7.75,118,1
1.72,7.74,118,1
1.5,7.75,118,1
1.5,7.76,118,1
1.5,7.74,118,1
1.5,7.73,118,1
1.5,7.74,118,1
1.5,7.75,118,1
1.5,7.8,118,1
1.5,7.77,118,1
1.5,7.72,118,1
1.5,7.72,118,1
1.72,7.7,118,1
1.5,7.71,118,1
1.5,7.71,118,1
1.72,7.71,118,1
1.5,7.68,118,1
1.5,7.69,116,1
1.72,7.69,116,1
1.72,7.69,116,1
1.72,7.69,116,1
1.5,7.69,116,1
1.5,7.69,116,1
1.72,7.66,116,1
1.72,7.67,116,1
1.5,7.68,116,1
1.5,7.69,116,1
1.5,7.68,118,1
1.72,7.65,118,1
1.5,7.64,118,1
1.5,7.66,118,1
1.72,7.63,118,1
1.5,7.65,118,1
1.5,7.65,118,1
1.72,7.63,118,1
1.5,7.63,118,1
1.72,7.62,118,1
1.5,7.62,118,1
1.72,7.63,118,1
1.72,7.62,118,1
1.72,7.61,118,1
1.5,7.6,120,1
1.5,7.6,120,1
1.5,7.6,120,1
1.72,7.6,120,1
1.72,7.61,120,1
1.5,7.59,120,1
1.72,7.59,120,1
1.72,7.6,120,1
1.72,7.58,120,1
1.5,7.58,120,1
1.72,7.6,120,1
1.5,7.57,120,1
1.72,7.59,120,1
1.5,7.58,120,1
1.72,7.57,120,1
1.72,7.57,120,1
1.72,7.57,120,1
1.72,7.57,120,1
1.5,7.56,120,1
1.72,7.58,120,1
1.72,7.56,120,1
1.72,7.55,120,1
1.72,7.57,120,1
1.5,7.56,120,1
1.72,7.54,120,1
1.72,7.56,120,1
1.72,7.56,120,1
1.5,7.58,120,1
1.72,7.54,120,1
1.5,7.53,120,1
1.72,7.55,120,1
1.72,7.55,120,1
1.5,7.53,120,1
1.5,7.53,120,1
1.5,7.57,120,1
1.29,7.53,120,1
1.5,7.54,120,1
1.5,7.53,120,1
1.5,7.54,120,1
1.72,7.6,120,1
1.93,7.56,120,1
1.72,7.56,120,1
1.72,7.56,120,1
1.5,7.57,120,1
1.72,7.59,120,1
1.72,7.58,120,1
1.93,7.58,120,1
1.72,7.61,120,1
1.5,7.6,120,1
1.72,7.6,120,1
1.5,7.63,120,1
1.72,7.63,120,1
1.72,7.66,120,1
1.5,7.62,120,1
0,7.65,120,1
1.5,7.24,120,1
0,7.7,120,1
1.72,7.23,120,1
1.72,7.22,120,1
1.5,7.22,120,1
1.93,7.23,118,1
1.5,7.23,118,1
1.72,7.23,118,1
0.21,7.29,118,1
0,7.77,116,1
1.93,7.25,116,1
1.72,7.79,114,1
1.93,7.75,111,1
1.72,7.73,111,1
1.72,7.75,111,1
1.5,7.74,111,1
1.72,7.73,114,1
1.72,7.71,116,1
1.93,7.68,118,1
1.5,7.7,118,1
1.72,7.69,118,1
1.5,7.67,118,1
1.72,7.66,118,1
1.5,7.67,118,1
1.5,7.7,118,1
1.72,7.66,118,1
1.5,7.67,118,1
1.72,7.66,118,1
1.5,7.66,118,1
1.5,7.63,118,1
1.5,7.62,116,1
1.72,7.62,116,1
1.5,7.62,116,1
1.5,7.63,116,1
1.72,7.62,116,1
1.5,7.63,116,1
1.72,7.62,118,1
1.5,7.62,118,1
1.5,7.61,118,1
1.5,7.6,118,1
1.5,7.61,118,1
1.72,7.62,118,1
1.72,7.6,118,1
1.72,7.59,118,1
1.5,7.6,118,1
1.72,7.61,118,1
1.5,7.57,118,1
1.72,7.58,118,1
1.72,7.59,116,1
1.72,7.58,116,1
1.5,7.59,116,1
1.5,7.56,116,1
1.72,7.59,116,1
1.72,7.59,116,1
1.5,7.57,116,1
1.5,7.59,116,1
1.5,7.56,116,1
1.5,7.57,116,1
1.72,7.57,116,1
1.5,7.57,116,1
1.5,7.58,116,1
1.5,7.57,116,1
1.5,7.57,116,1
1.72,7.58,116,1
1.72,7.55,116,1
1.72,7.56,116,1
1.5,7.56,116,1
1.72,7.57,116,1
1.72,7.57,116,1
1.5,7.57,116,1
1.5,7.57,116,1
1.5,7.54,116,1
1.72,7.56,116,1
1.5,7.55,116,1
1.5,7.56,116,1
1.72,7.56,116,1
1.5,7.57,116,1
1.72,7.55,116,1
1.72,7.54,116,1
1.5,7.54,116,1
1.5,7.57,116,1
1.72,7.57,116,1
1.5,7.55,116,1
1.5,7.56,116,1
1.72,7.54,116,1
1.5,7.54,116,1
1.5,7.56,116,1
1.5,7.56,116,1
1.72,7.55,116,1
1.5,7.54,116,1
1.5,7.54,116,1
1.72,7.53,116,1
1.72,7.54,116,1
1.5,7.55,116,1
1.5,7.54,116,1
1.5,7.53,116,1
1.72,7.53,116,1
1.72,7.54,116,1
1.72,7.52,116,1
1.72,7.54,116,1
1.72,7.52,116,1
1.72,7.54,116,1
1.72,7.52,116,1
1.5,7.53,116,1
1.72,7.53,116,1
1.5,7.53,116,1
1.5,7.53,116,1
1.72,7.52,116,1
1.5,7.52,116,1
1.5,7.54,116,1
1.5,7.53,116,1
1.5,7.54,116,1
1.5,7.54,116,1
1.72,7.51,116,1
1.5,7.52,116,1
1.5,7.52,116,1
1.72,7.52,116,1
1.72,7.52,116,1
1.72,7.53,116,1
1.72,7.54,116,1
1.5,7.53,116,1
1.72,7.51,116,1
1.29,7.52,116,1
1.5,7.54,116,1
1.72,7.52,116,1
1.5,7.53,116,1
1.5,7.53,116,1
1.5,7.54,116,1
1.5,7.53,116,1
1.5,7.52,116,1
1.72,7.51,116,1
1.5,7.53,116,1
1.5,7.51,118,1
1.5,7.5,118,1
1.5,7.53,118,1
1.5,7.51,118,1
1.5,7.5,118,1
1.5,7.52,118,1
1.5,7.51,118,1
1.29,7.52,118,1
1.29,7.52,116,1
1.5,7.5,116,1
1.5,7.52,118,1
1.5,7.5,116,1
1.5,7.52,116,1
1.5,7.53,116,1
1.5,7.51,116,1
1.5,7.51,116,1
1.72,7.53,116,1
1.5,7.53,116,1
1.72,7.49,116,1
1.5,7.5,116,1
1.29,7.51,116,1
1.5,7.5,116,1
1.5,7.5,116,1
1.5,7.51,116,1
1.72,7.5,116,1
1.72,7.51,116,1
1.5,7.51,116,1
1.72,7.52,116,1
1.72,7.51,116,1
1.5,7.51,116,1
1.29,7.5,116,1
1.72,7.51,116,1
1.5,7.51,116,1
1.29,7.53,116,1
1.5,7.5,116,1
1.29,7.49,116,1
1.5,7.51,116,1
1.72,7.5,116,1
1.5,7.51,116,1
1.5,7.5,116,1
1.72,7.5,116,1
1.5,7.51,116,1
1.5,7.5,116,1
1.5,7.49,116,1
1.5,7.51,116,1
1.5,7.51,116,1
1.5,7.51,116,1
1.5,7.49,116,1
1.5,7.5,116,1
1.5,7.5,116,1
1.72,7.49,116,1
1.5,7.51,116,1
1.5,7.51,116,1
1.72,7.51,116,1
1.5,7.49,116,1
1.29,7.5,116,1
1.5,7.51,116,1
1.72,7.5,116,1
1.72,7.49,118,1
1.5,7.5,118,1
1.5,7.49,118,1
1.5,7.5,118,1
1.5,7.5,118,1
1.5,7.51,118,1
1.5,7.5,118,1
1.72,7.5,118,1
1.5,7.51,118,1
1.72,7.5,118,1
1.72,7.49,118,1
1.5,7.51,118,1
1.5,7.51,118,1
1.72,7.5,118,1
1.5,7.51,118,1
1.29,7.5,118,1
1.5,7.49,118,1
1.72,7.51,118,1
1.5,7.52,118,1
1.5,7.5,118,1
1.5,7.51,118,1
1.5,7.51,118,1
1.72,7.51,118,1
1.5,7.51,118,1
1.5,7.52,118,1
1.5,7.52,116,1
1.72,7.52,118,1
1.5,7.52,118,1
1.29,7.5,116,1
1.72,7.52,116,1
1.5,7.51,116,1
1.5,7.51,116,1
1.5,7.51,116,1
1.29,7.52,116,1
1.5,7.52,116,1
1.5,7.5,116,1
1.5,7.5,118,1
1.72,7.5,118,1
1.5,7.5,118,1
1.5,7.51,118,1
1.72,7.51,118,1
1.5,7.52,118,1
1.72,7.51,118,1
1.72,7.51,118,1
1.5,7.51,118,1
1.29,7.51,118,1
1.72,7.52,118,1
1.72,7.5,118,1
1.5,7.51,118,1
1.72,7.5,118,1
1.72,7.51,118,1
1.5,7.52,118,1
1.29,7.51,118,1
1.5,7.52,118,1
1.72,7.49,118,1
1.5,7.53,118,1
1.72,7.52,118,1
1.5,7.53,118,1
1.29,7.52,118,1
1.72,7.51,118,1
1.5,7.51,118,1
1.5,7.53,118,1
1.5,7.51,118,1
1.72,7.51,118,1
1.72,7.52,118,1
1.29,7.53,118,1
1.29,7.53,118,1
1.5,7.52,118,1
1.72,7.53,118,1
1.72,7.53,116,1
1.72,7.54,116,1
1.72,7.52,116,1
1.5,7.52,116,1
1.5,7.53,116,1
1.72,7.51,116,1
1.5,7.51,116,1
1.5,7.51,116,1
1.72,7.52,116,2
1.5,7.5,116,2
1.5,7.52,116,2
1.72,7.52,116,2
1.5,7.54,116,2
1.72,7.51,116,2
1.5,7.51,116,2
1.5,7.51,116,2
1.72,7.52,116,2
1.72,7.53,116,2
1.5,7.53,116,2
1.5,7.52,116,2
1.72,7.53,116,2
1.5,7.53,116,2
1.93,7.56,116,2
0,7.23,116,2
0,7.23,116,2
0,7.22,116,2
2.79,7.22,116,2
2.36,7.73,116,2
2.36,7.73,116,2
2.36,7.72,116,2
2.36,7.72,116,2
2.36,7.69,116,2
2.36,7.72,116,2
2.15,7.7,116,2
2.15,7.71,116,2
2.15,7.72,116,2
2.15,7.7,116,2
2.15,7.7,118,2
2.15,7.68,118,2
2.15,7.69,118,2
2.15,7.67,118,2
2.15,7.69,138,2
2.36,7.67,159,2
2.15,7.68,159,2
2.36,7.68,159,2
2.36,7.68,159,2
2.15,7.66,159,2
2.36,7.65,161,2
2.15,7.64,161,2
2.15,7.63,161,2
2.36,7.66,161,2
2.36,7.66,161,2
2.36,7.65,161,2
2.58,7.64,161,2
2.36,7.65,161,2
2.15,7.64,161,2
2.36,7.63,161,2
2.36,7.64,161,2
2.15,7.64,161,2
2.36,7.63,161,2
2.15,7.64,161,2
2.36,7.65,161,2
2.15,7.63,161,2
2.15,7.64,161,2
2.36,7.64,159,2
2.15,7.63,159,2
2.36,7.64,159,2
2.15,7.64,159,2
2.36,7.63,159,2
2.15,7.64,159,2
2.15,7.63,159,2
2.36,7.62,159,2
2.15,7.64,159,2
2.36,7.64,159,2
2.36,7.68,159,2
2.58,7.71,159,2
2.58,7.76,159,2
3.01,7.79,159,2
2.36,7.28,159,2
2.36,7.79,159,2
2.36,7.79,159,2
2.58,7.8,159,2
0.43,7.79,159,2
2.36,7.82,159,2
2.36,7.82,159,2
2.36,7.82,159,2
2.15,7.84,159,2
2.15,7.81,159,2
2.36,7.82,159,2
2.15,7.82,159,2
2.58,7.81,161,2
2.36,7.78,161,2
2.36,7.79,161,2
2.36,7.8,159,2
2.58,7.63,159,2
2.36,7.78,159,2
2.58,7.79,159,2
2.79,7.78,159,2
2.36,7.81,159,2
1.07,7.76,159,2
0,7.28,159,2
2.79,7.28,159,2
2.36,7.84,159,2
0.64,7.36,159,2
0,7.29,157,2
0,7.28,154,2
0,7.28,154,2
0,7.28,154,2
0,7.29,154,2
0,7.29,152,2
0,7.29,150,2
2.58,7.3,148,2
0,7.3,148,2
0,7.3,122,2
0.43,7.29,83,2
2.36,7.89,51,2
2.15,7.9,51,2
2.15,7.85,51,2
2.36,7.83,51,2
2.15,7.83,51,2
2.36,7.81,51,2
2.36,7.79,51,2
2.36,7.76,51,2
2.36,7.76,51,2
2.36,7.78,51,2
2.36,7.77,51,2
2.36,7.77,83,2
2.15,7.29,83,2
2.15,7.8,83,2
2.15,7.82,129,2
2.15,7.82,161,2
2.36,7.82,161,2
2.15,7.81,161,2
2.58,7.81,161,2
2.15,7.81,161,2
2.36,7.8,162,2
2.36,7.79,162,2
2.36,7.78,162,2
2.36,7.77,162,2
2.36,7.76,162,2
2.15,7.76,162,2
2.36,7.75,162,2
2.36,7.76,162,2
2.36,7.74,162,2
2.15,7.72,162,2
2.36,7.74,162,2
2.36,7.69,162,2
2.58,7.66,162,2
2.15,7.7,161,2
2.15,7.72,161,2
2.58,7.72,161,2
2.36,7.76,161,2
2.36,7.76,161,2
2.36,7.74,161,2
1.93,7.76,161,2
2.36,7.74,161,2
2.36,7.74,161,2
2.36,7.76,161,2
2.15,7.73,159,2
2.15,7.75,159,2
2.15,7.75,159,2
2.36,7.73,159,2
2.15,7.75,159,2
2.15,7.74,159,2
2.36,7.72,159,2
2.15,7.74,159,2
2.36,7.72,159,2
2.15,7.72,159,2
2.36,7.71,159,2
2.36,7.72,159,2
2.15,7.71,159,2
2.15,7.72,159,2
2.36,7.7,159,2
2.15,7.7,159,2
2.15,7.72,159,2
2.15,7.7,159,2
2.36,7.69,159,2
2.15,7.7,159,2
2.15,7.7,159,2
2.15,7.71,159,2
2.15,7.69,159,2
2.36,7.7,159,2
2.58,7.7,159,2
2.15,7.7,159,2
2.36,7.69,159,2
2.79,7.7,159,2
2.36,7.7,159,2
2.79,7.72,159,2
2.79,7.73,159,2
3.01,7.72,159,2
2.79,7.26,159,2
2.79,7.78,159,2
3.01,7.82,159,2
3.01,7.31,159,2
0,7.29,159,2
2.79,7.29,159,2
2.58,7.8,159,2
2.58,7.81,159,2
2.58,7.78,159,2
2.58,7.82,159,2
2.79,7.79,159,2
2.58,7.76,157,2
2.79,7.82,131,2
2.58,7.74,105,2
2.58,7.75,102,2
2.15,7.77,102,2
2.79,7.73,102,2
2.15,7.71,89,2
2.36,7.76,89,2
2.36,7.73,89,2
2.36,7.74,89,2
2.15,7.73,89,2
2.36,7.73,89,2
2.15,7.72,89,2
2.15,7.72,89,2
2.15,7.72,89,2
2.36,7.69,102,2
2.36,7.71,105,2
2.36,7.71,125,2
2.36,7.69,147,2
2.36,7.68,148,2
2.36,7.7,148,2
2.36,7.72,148,2
2.36,7.69,148,2
2.36,7.68,148,2
2.58,7.71,148,2
2.58,7.69,148,2
2.15,7.69,147,2
2.15,7.71,147,2
2.15,7.69,147,2
2.36,7.71,147,2
2.36,7.7,147,2
2.36,7.68,147,2
2.36,7.68,147,2
2.15,7.71,147,2
2.15,7.71,147,2
2.58,7.64,147,2
2.36,7.69,147,2
2.36,7.69,147,2
2.36,7.71,147,2
2.36,7.74,147,2
2.15,7.72,147,2
2.36,7.72,147,2
2.15,7.72,147,2
2.58,7.72,147,2
2.58,7.28,147,2
2.15,7.27,147,2
2.58,7.28,147,2
2.58,7.28,147,2
2.58,7.29,147,2
2.58,7.29,147,2
2.58,7.29,148,2
2.36,7.29,152,2
2.58,7.3,152,2
2.36,7.3,152,2
2.58,7.3,152,2
2.36,7.3,152,2
2.36,7.3,152,2
2.58,7.3,152,2
2.36,7.31,152,2
2.58,7.3,152,2
2.36,7.31,152,2
2.36,7.31,152,2
2.58,7.31,152,2
2.58,7.31,152,2
2.36,7.31,152,2
2.36,7.32,152,2
2.58,7.31,152,2
2.36,7.31,152,2
3.01,7.32,152,2
3.01,7.31,152,2
3.01,7.31,152,2
3.01,7.31,152,2
3.01,7.32,152,2
2.36,7.31,152,2
2.36,7.31,150,2
2.36,7.31,150,2
2.36,7.32,150,2
2.58,7.32,150,2
2.58,7.32,150,2
3.01,7.32,150,2
2.58,7.32,150,2
2.36,7.32,150,2
2.58,7.31,150,2
2.36,7.31,150,2
2.36,7.29,150,2
2.36,7.29,150,2
2.58,7.29,150,2
2.58,7.29,150,2
2.36,7.29,150,2
2.36,7.29,150,2
2.36,7.28,150,2
2.36,7.26,150,2
2.36,7.26,150,2
2.36,7.26,150,2
2.36,7.26,150,2
2.36,7.28,152,2
2.36,7.28,152,2
2.36,7.28,154,2
2.36,7.27,154,2
2.58,7.28,154,2
2.36,7.28,154,2
2.36,7.28,154,2
2.36,7.28,154,2
2.58,7.28,154,2
2.36,7.28,154,2
2.36,7.28,154,2
2.36,7.29,154,2
2.36,7.28,154,2
2.36,7.29,154,2
2.36,7.29,154,2
2.15,7.29,154,2
2.58,7.29,154,2
2.36,7.3,154,2
2.15,7.29,154,2
2.79,7.29,154,2
2.58,7.29,154,2
2.58,7.29,154,2
2.36,7.29,154,2
2.36,7.29,154,2
2.58,7.29,154,2
2.36,7.3,154,2
2.36,7.3,154,2
2.36,7.3,154,2
2.36,7.3,154,2
2.36,7.29,154,2
2.58,7.3,154,2
2.58,7.29,154,2
2.36,7.3,154,2
2.36,7.3,154,2
2.36,7.3,154,2
2.36,7.31,154,2
2.36,7.31,154,2
2.58,7.33,154,2
2.36,7.34,154,2
2.36,7.35,154,2
2.58,7.35,154,2
2.36,7.36,154,2
2.36,7.37,154,2
2.58,7.37,154,2
2.58,7.36,154,2
2.36,7.35,154,2
2.36,7.33,154,2
2.36,7.33,154,2
2.36,7.33,154,2
2.15,7.33,154,2
2.36,8.12,154,2
2.15,8.09,154,2
2.15,8.04,154,2
2.58,8,154,2
2.36,7.97,154,2
2.15,7.94,154,2
2.36,7.92,154,2
2.36,7.94,154,2
2.36,7.94,154,2
2.36,7.93,154,2
2.36,7.93,154,2
